Author;Type of resin;Isophtalic polyester resin;Orthophtalic polyester resin;Vinylester resin;Phenolic resin;Epoxy resin;Type of fiber;Glass fiber;Carbon fiber;Basalt fiber;Manufacturing process;Pultrusion;Hand lay-up;Filament winding;VARTM;Fiber volume fraction;Profile thickness (mm);Coupon description;Aging effect;Steady condition;Cyclic condition;Immersion;Moisture;Presence of salts;Salt concentration (g/L);pH;Relative humidity;Sustained loading;Exposure time (hours);Exposure time (days);log10(t);Min. exposure temperature (°C);Max. exposure temperature (°C);Avg. exposure temperature (°C);Temperature range (°C);Temperature x time;k(T);1/T (Kelvin);Unaged elastic modulus (GPa);Residual elastic modulus (GPa);Elastic modulus retention
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;salt water;1;0;1;0;0;0;7.5;1;0;1000;42;1.63;23;23;23;0;347.2;5.903;0;23.6;21.8;0.924
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;salt water;1;0;1;0;0;0;7.5;1;0;3000;125;2.1;23;23;23;0;372.5;5.903;0;23.6;25.1;1.064
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;salt water;1;0;1;0;0;0;7.5;1;0;10000;417;2.621;23;23;23;0;400.2;5.903;0;23.6;25.4;1.076
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;in situ;0;1;0;1;0;0;7.5;0.75;0;0;0;0;23;23;23;0;0;5.903;0;23.6;23.6;1
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;in situ;0;1;0;1;0;0;7.5;0.75;0;8760;365;2.563;23;23;23;0;397.1;5.903;0;23.6;24.1;1.021
Lopez-Anido et al. (2001);Polyester;1;0;0;0;0;Glass;1;0;0;Hand lay-up;0;1;0;0;0.6;8.8;honeycomb sandwich face;tap water;1;0;1;0;0;0;7.5;1;0;3000;0;0;23;23;23;0;0;5.903;0;16.4;16.4;1
Lopez-Anido et al. (2001);Polyester;1;0;0;0;0;Glass;1;0;0;Hand lay-up;0;1;0;0;0.6;8.8;honeycomb sandwich face;tap water;1;0;1;0;0;0;7.5;1;0;3000;125;2.1;23;23;23;0;372.5;5.903;0;16.4;17.5;1.067
Lopez-Anido et al. (2001);Polyester;1;0;0;0;0;Glass;1;0;0;Hand lay-up;0;1;0;0;0.6;8.8;honeycomb sandwich face;tap water;1;0;1;0;0;0;7.5;1;0;10000;417;2.621;23;23;23;0;400.2;5.903;0;16.4;17.1;1.043
Lopez-Anido et al. (2001);Polyester;1;0;0;0;0;Glass;1;0;0;Hand lay-up;0;1;0;0;0.6;8.8;honeycomb sandwich face;salt water;1;0;1;0;0;0;7.5;1;0;3000;0;0;23;23;23;0;0;5.903;0;16.4;16.4;1
Lopez-Anido et al. (2001);Polyester;1;0;0;0;0;Glass;1;0;0;Hand lay-up;0;1;0;0;0.6;8.8;honeycomb sandwich face;salt water;1;0;1;0;0;0;7.5;1;0;3000;125;2.1;23;23;23;0;372.5;5.903;0;16.4;16.6;1.012
Lopez-Anido et al. (2001);Polyester;1;0;0;0;0;Glass;1;0;0;Hand lay-up;0;1;0;0;0.6;8.8;honeycomb sandwich face;salt water;1;0;1;0;0;0;7.5;1;0;10000;417;2.621;23;23;23;0;400.2;5.903;0;16.4;17.1;1.043
Lopez-Anido et al. (2001);Polyester;1;0;0;0;0;Glass;1;0;0;Hand lay-up;0;1;0;0;0.6;8.8;honeycomb sandwich face;in situ;0;1;0;1;0;0;7.5;0.75;0;0;0;0;23;23;23;0;0;5.903;0;16.4;16.4;1
Lopez-Anido et al. (2001);Polyester;1;0;0;0;0;Glass;1;0;0;Hand lay-up;0;1;0;0;0.6;8.8;honeycomb sandwich face;in situ;0;1;0;1;0;0;7.5;0.75;0;8760;365;2.563;23;23;23;0;397.1;5.903;0;16.4;18;1.098
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;1000;0;0;50;60;55;10;0;115.115;0;37.1;37.1;1
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;1000;42;1.63;50;60;55;10;830.3;115.115;0;37.1;40;1.078
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;1500;63;1.803;50;60;55;10;852.6;115.115;0;37.1;36;0.97
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;2000;83;1.926;50;60;55;10;868.4;115.115;0;37.1;35;0.943
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;3000;125;2.1;50;60;55;10;890.7;115.115;0;37.1;32;0.863
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;5;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;1000;0;0;50;60;55;10;0;115.115;0;45;45;1
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;5;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;1000;42;1.63;50;60;55;10;830.3;115.115;0;45;48;1.067
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;5;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;1500;63;1.803;50;60;55;10;852.6;115.115;0;45;51;1.133
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;5;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;2000;83;1.926;50;60;55;10;868.4;115.115;0;45;41;0.911
Bazli et al. (2020);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;5;dogbone;UV-vapor cycles;0;1;0;1;0;0;7.5;1;0;3000;125;2.1;50;60;55;10;890.7;115.115;0;45;40;0.889
